catalogNumber	_itemNo	_imageNo	placement	placementRemarks	url	generalRemarks
A9828		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9828-01.jpg	
A9842		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9842-01.jpg	
A9727		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9727-01.jpg	
A9840		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9840-01.jpg	
A9729		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9729-01.jpg	
A9837		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9837-01.jpg	
A9831		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9831-01.jpg	
A9760		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9760-01.jpg	
231.567		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-231.567-01.jpg	
A9998		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9998-01.jpg	
A9758		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9758-01.jpg	
A10047		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10047-01.jpg	
A13652		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A13652-01.jpg	
A13651		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A13651-01.jpg	
A9752		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9752-01.jpg	
A9756		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9756-01.jpg	
A9763		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9763-01.jpg	
A10026		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10026-01.jpg	
A9735		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9735-01.jpg	
A10022		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10022-01.jpg	
A9737		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9737-01.jpg	
A10023		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10023-01.jpg	
A9748		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9748-01.jpg	
A9750		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9750-01.jpg	
A9733		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9733-01.jpg	
A9746		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9746-01.jpg	
A9738		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9738-01.jpg	
A9739		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9739-01.jpg	
A10024		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10024-01.jpg	
A10000		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10000-01.jpg	
A10028		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10028-01.jpg	
A10031		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10031-01.jpg	
A10020		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10020-01.jpg	
A10032		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10032-01.jpg	Objektet mangler nummer, men iflg. etikett så er nummer A10032 nevnt på men ingen objekt er merket dette
A9984		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9984-01.jpg	
A9982		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9982-01.jpg	
A9999		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9999-01.jpg	
A10040		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10040-01.jpg	
A9759		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9759-01.jpg	
A10041		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10041-01.jpg	
A10001		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10001-01.jpg	
A10013		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10013-01.jpg	
A9761		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9761-01.jpg	
A9841		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9841-01.jpg	
A10033		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10033-01.jpg	
A9981		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9981-01.jpg	
A10016		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10016-01.jpg	
A10007		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10007-01.jpg	
A5086		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A5086-01.jpg	
A9829		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9829-01.jpg	
A9776		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9776-01.jpg	
A13639		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A13639-01.jpg	
A10006		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10006-01.jpg	
A13637		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A13637-01.jpg	
A9979		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9979-01.jpg	
A9821		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9821-01.jpg	
A9832		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9832-01.jpg	
A9839		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9839-01.jpg	
A9838		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9838-01.jpg	
A9836		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A9836-01.jpg	
A10002		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10002-01.jpg	
A10003		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10003-01.jpg	
A10005		1	POL. 70,23	Sørkappøya; Brachyopoda; Karb. perm.	PMO-A10005-01.jpg	
231.898		1	POL. 69,25	TRE DIV. ; Trias	PMO-231.898-01.jpg	
231.899		1	POL. 69,25	TRE DIV. ; Trias	PMO-231.899-01.jpg	
231.894		1	POL. 69,25	TRE DIV. ; Trias	PMO-231.894-01.jpg	
231.896		1	POL 69,25	TRE DIV. ; Trias	PMO-231.896-01.jpg	
231.895		1	POL 69,25	TRE DIV. ; Trias	PMO-231.895-01.jpg	
231.897		1	POL 69,25	TRE DIV. ; Trias	PMO-231.897-01.jpg	
